point_id,x,y,assigned_slot_id,assigned_layer_id,assigned_layer_name
0,47.03557947793771,77.84226253932724,9261,5,text_en_1919
1,45.4906597297556,89.69720695594025,887,0,outer_ring
2,52.320529913781826,89.37080007717869,413,0,outer_ring
3,29.587373102312615,67.67816869095837,9594,5,text_en_1919
4,52.74369715877359,84.6574472555754,8630,5,text_en_1919
5,40.26031551785651,66.02131563078581,5051,2,octagram
6,26.29570055686778,43.40045812478984,3854,1,inner_ring
7,37.856223500243416,87.00235626229127,1245,0,outer_ring
8,31.004955698256538,42.5813955485791,5431,2,octagram
9,29.054121132326262,61.629716132164546,3726,1,inner_ring
10,28.375534427761913,38.46130064202184,5489,2,octagram
11,31.27504956121759,42.55142697448999,5425,2,octagram
12,30.426341082587527,31.479258923202057,3935,1,inner_ring
13,17.762998284896636,37.24912976980043,10780,5,text_en_1919
14,30.50506175330647,42.646676729953796,5432,2,octagram
15,31.625527070653334,44.276346629607204,5406,2,octagram
16,26.415463783164327,46.96947312528476,3827,1,inner_ring
17,23.81502668894691,59.51736786452069,9886,5,text_en_1919
18,27.77003748322038,42.505255007768596,3864,1,inner_ring
19,55.731396697894965,28.76875047904287,8564,4,stroke_kai
20,59.86020283867035,5.2591353456918695,2703,0,outer_ring
21,50.605664116028734,42.24480227881242,7314,3,stroke_nan
22,57.33184190794137,45.70004744851418,8130,4,stroke_kai
23,51.43955824821117,71.20324454668433,4865,2,octagram
24,67.40861144111604,82.86872172326926,8866,5,text_en_1919
25,51.25548345432234,51.73449393153279,6820,3,stroke_nan
26,46.10538178292596,89.13829526027843,858,0,outer_ring
27,58.604228796195756,90.21999859602401,110,0,outer_ring
28,50.583312779869765,89.65746782862537,518,0,outer_ring
29,48.93399391651989,90.64776182278462,635,0,outer_ring
30,59.550467124719425,70.69995899363053,4754,2,octagram
31,52.931470834429035,42.20581007939039,7395,3,stroke_nan
32,46.994093480839204,14.232934001306258,11001,5,text_en_1919
33,52.34680478015645,49.31970485909885,6994,3,stroke_nan
34,58.86835431813054,5.182387124018458,2631,0,outer_ring
35,65.21286223740007,8.021439752990226,3045,0,outer_ring
36,40.592799292362606,60.83923021481281,5100,2,octagram
37,44.36614872215363,16.071634288783272,11000,5,text_en_1919
38,46.86379323883469,15.629222744900305,10930,5,text_en_1919
39,32.806623152471595,46.983574870239735,5382,2,octagram
40,43.448782914510176,7.641881831476946,1542,0,outer_ring
41,39.381542365135125,46.733818109596534,7117,3,stroke_nan
42,21.96522301709777,48.644144672884536,10307,5,text_en_1919
43,58.000387056426426,27.39496552183151,5938,2,octagram
44,42.67147734166155,26.046851116461962,5741,2,octagram
45,18.67724422069545,37.950456991872315,10724,5,text_en_1919
46,64.53698498830967,25.931322785936906,6082,2,octagram
47,48.109928220450044,26.36596832408902,7549,3,stroke_nan
48,44.31027342805207,20.528817933199576,4060,1,inner_ring
49,57.09388684274462,4.653199781972357,2465,0,outer_ring
50,50.83470116795428,5.5438537573794004,1901,0,outer_ring
51,63.309165782975654,8.832860545632883,2969,0,outer_ring
52,62.13227404730895,74.03578638084825,3465,1,inner_ring
53,81.36791440023393,46.37974041295092,4410,1,inner_ring
54,58.66560675247781,6.110787607738186,2618,0,outer_ring
55,60.807629554626615,90.3479178360125,68,0,outer_ring
56,86.19018892407448,38.75116125684588,10702,5,text_en_1919
57,80.98671123635164,26.166681348454063,10810,5,text_en_1919
58,50.79501743408448,43.791805571648894,7211,3,stroke_nan
59,68.07230452188293,55.02225431983174,7777,4,stroke_kai
60,67.5132231812785,17.62657584545635,10922,5,text_en_1919
61,57.248081043119086,56.70948541281889,7698,4,stroke_kai
62,48.77731870500593,83.01467969089812,8700,5,text_en_1919
63,60.927486417464515,44.77062136591328,8196,4,stroke_kai
64,65.27571274868393,77.56940523573371,9298,5,text_en_1919
65,31.19822330276338,74.08682807209024,9396,5,text_en_1919
66,52.735849087396765,89.6459476005315,389,0,outer_ring
67,54.284245066317794,88.52798628984642,296,0,outer_ring
68,41.87831966927238,72.01364897728382,4985,2,octagram
69,51.711527870762104,89.94336755787666,440,0,outer_ring
70,39.89551485134754,87.21249380919399,1184,0,outer_ring
71,42.12016065072813,69.13268789032335,5017,2,octagram
72,34.51716953171437,50.075180108188874,5346,2,octagram
73,51.41990410101606,90.01968763235884,468,0,outer_ring
74,44.0835430222035,72.06622209215945,4949,2,octagram
75,27.39987399650409,52.90033073239334,3789,1,inner_ring
76,27.78671024137719,55.62249293341823,3770,1,inner_ring
77,17.463509271067036,31.10922573367729,1407,0,outer_ring
78,48.8122245880943,91.10573600806424,644,0,outer_ring
79,49.41019545337402,82.76545539481992,8725,5,text_en_1919
80,63.59539760584485,58.23308490490632,7699,4,stroke_kai
81,47.06612153990302,89.2082810425631,787,0,outer_ring
82,73.51563196105488,67.95405534750996,3379,1,inner_ring
83,57.87318192632434,69.26658178090025,4778,2,octagram
84,74.97107049775109,74.3573401162447,9355,5,text_en_1919
85,41.64866110745144,88.20108711498223,1108,0,outer_ring
86,61.99013850405958,73.0381663850055,4719,2,octagram
87,41.66590783857854,68.83385987103344,5022,2,octagram
88,56.06663897687609,50.07274011430781,7972,4,stroke_kai
89,66.16118939184246,38.33677076377308,8444,4,stroke_kai
90,59.94374527797664,46.87758002912429,8117,4,stroke_kai
91,57.74779035555753,37.2663872299354,8493,4,stroke_kai
92,79.64965002610572,58.37871141047637,4429,2,octagram
93,57.23604744342299,75.18393834932206,3505,1,inner_ring
94,58.56659755062385,47.00930520115766,8079,4,stroke_kai
95,76.08770536871934,35.75409035257605,6260,2,octagram
96,75.68683321898382,72.23391291382782,9455,5,text_en_1919
97,86.01561203994706,57.529001724814115,9967,5,text_en_1919
98,62.87505666782385,7.158772644074517,2922,0,outer_ring
99,57.598121046136846,27.119957132074422,5939,2,octagram
100,50.16437935071416,89.04612329031877,556,0,outer_ring
101,53.28075599670888,5.954757042311122,2115,0,outer_ring
102,81.89368005721057,47.743072333062514,3226,1,inner_ring
103,79.3676510592801,39.57954261784304,6335,2,octagram
104,85.52403699399298,48.014042088668106,10383,5,text_en_1919
105,75.5020890622965,51.00781139232788,6489,2,octagram
106,70.56328179514118,62.245709628217796,4548,2,octagram
107,77.56825901635582,60.671808099288256,4459,2,octagram
108,56.95424538164111,6.184803837622714,2460,0,outer_ring
109,59.33394862877172,38.351465972517666,8517,4,stroke_kai
110,63.25888595280253,5.157722867682675,2919,0,outer_ring
111,50.36965370122343,7.224412901133832,1852,0,outer_ring
112,63.6656638517862,6.097047029542637,2955,0,outer_ring
113,47.50388614809433,19.430795400640697,4076,1,inner_ring
114,66.55017067645554,6.994064709268163,3080,0,outer_ring
115,55.574384635012535,6.72667308988146,2332,0,outer_ring
116,58.81961790257052,5.246984053943895,2625,0,outer_ring
117,61.7204406833957,7.176256199860832,2846,0,outer_ring
118,55.294262469993505,6.318096068747708,2292,0,outer_ring
119,63.36519242470153,7.624437650747663,2957,0,outer_ring
120,56.85013934962681,13.015993554048745,11218,5,text_en_1919
121,55.586081224624294,6.1433618224894495,2330,0,outer_ring
122,54.95957684800316,3.10343276075841,2255,0,outer_ring
123,57.48378796937105,4.192357015981969,2495,0,outer_ring
124,50.078976158613415,35.36032799862447,7507,3,stroke_nan
125,49.45661319743365,5.615101847036712,1794,0,outer_ring
126,62.89241873650148,7.724394019316585,2930,0,outer_ring
127,56.016654371943275,4.963131102264741,2362,0,outer_ring
128,66.17239010512911,25.699821597620332,6086,2,octagram
129,90.87507768455065,49.42724685561698,10246,5,text_en_1919
130,77.77280209102233,43.99093429019036,6379,2,octagram
131,75.69188888796704,66.12584003430761,3361,1,inner_ring
132,60.65170221009141,56.461809200847505,7738,4,stroke_kai
133,65.6364146728716,40.08187212376434,8406,4,stroke_kai
134,73.25806998610862,35.872756371040076,6221,2,octagram
135,93.33357010909502,50.36961159052473,10201,5,text_en_1919
136,57.155581070190124,15.943322391402265,11017,5,text_en_1919
137,43.027043982950815,46.7303890734025,7110,3,stroke_nan
138,64.8074013305605,44.238579009946285,8234,4,stroke_kai
139,48.70242447376774,88.60492893185882,674,0,outer_ring
140,33.62104244375751,85.55698781490771,1320,0,outer_ring
141,46.82511039101556,83.93595213189242,8628,5,text_en_1919
142,47.45423192012059,89.39552732196938,757,0,outer_ring
143,59.277291440332306,84.4917925496478,8704,5,text_en_1919
144,46.447312893442344,76.66845189652746,9279,5,text_en_1919
145,50.16647573164162,90.6527827590068,543,0,outer_ring
146,48.71170636520263,82.07562727713601,8800,5,text_en_1919
147,48.57396234715554,89.15744627085726,680,0,outer_ring
148,43.990630086462076,83.26011613960569,8766,5,text_en_1919
149,33.79233919551252,67.12191895345882,3681,1,inner_ring
150,30.786464349166057,74.28648443576985,9376,5,text_en_1919
151,46.72569618005987,72.54190677177137,4928,2,octagram
152,26.610580983247708,54.396056288454005,3780,1,inner_ring
153,18.11714087031217,48.89939740220536,10305,5,text_en_1919
154,31.109339703537326,31.604927968186864,3937,1,inner_ring
155,35.85845965895866,80.33130863604978,9010,5,text_en_1919
156,30.440280555099566,43.18470185167693,5426,2,octagram
157,30.98641973126337,41.02465849197085,5445,2,octagram
158,36.992890322934535,71.48976528925519,9410,5,text_en_1919
159,31.69444572563525,52.529103042209734,5303,2,octagram
160,23.464235797563816,45.955883224341804,10519,5,text_en_1919
161,30.559138182208432,72.99649936677949,9413,5,text_en_1919
162,46.874438946425116,24.052604628816606,5833,2,octagram
163,39.6391285061815,51.606810616434004,6909,3,stroke_nan
164,52.98356599662379,48.511259124433096,7043,3,stroke_nan
165,40.72062207124801,69.93757953562739,5010,2,octagram
166,66.08418001463914,68.7605422343308,4627,2,octagram
167,57.958241734212905,79.51420555526703,9137,5,text_en_1919
168,57.664093034029996,78.1137779272786,9207,5,text_en_1919
169,71.78711433770735,69.3591605815031,3396,1,inner_ring
170,62.72307195118851,75.16966067351397,3461,1,inner_ring
171,48.82356869102134,76.24763721060543,3562,1,inner_ring
172,50.9795907034708,90.75366820680675,485,0,outer_ring
173,46.37774125721867,46.14382692176098,7129,3,stroke_nan
174,53.56201566735104,6.334065164246558,2139,0,outer_ring
175,57.17665916416959,45.439093890094455,8176,4,stroke_kai
176,53.149266866381346,46.4518991771858,7157,3,stroke_nan
177,48.78038220985421,46.80004749375961,7104,3,stroke_nan
178,49.298399157619905,25.01440344124536,5861,2,octagram
179,46.81877630359679,6.549127718639254,1660,0,outer_ring
180,41.398667079031306,28.793003015347956,5710,2,octagram
